1|1
2|1
3|1
4|1
5|1
6|1
7|1
8|1
9|1
10|1
11|1
12|1
13|1
14|1
15|1
16|1
17|1
18|1
19|1
20|1
21|1
22|1
23|1
24|1
25|1
26|1
27|1
28|1
29|1
30|1
31|1
32|1
33|1
34|1
35|1
36|1
37|1
38|1
39|1
40|1
41|1
42|1
43|1
44|1
45|1
46|1
47|1
48|1
49|1
50|1
51|1
52|1
53|2
54|2
55|2
56|2
57|2
58|2
59|2
60|2
61|3
62|3
63|3
64|3
65|3
66|3
67|3
68|3
69|4
70|4
71|4
72|4
73|4
74|4
75|4
76|4
77|5
78|5
79|5
80|5
81|5
82|5
83|5
84|5
85|5
86|5
87|5
88|5
89|5
90|5
91|5
91|6
91|7
92|5
93|5
93|8
94|5
94|9
95|5
95|10
96|5
96|11
97|5
97|12
98|5
98|7
98|11
99|5
99|12
100|5
101|5
101|13
102|5
102|14
103|5
103|15
103|16
103|17
103|18
